SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness 
CC[NH+]1CCN(Cc2ccc(CNC(=O)c3c(C)c(C)nn(C)c3=O)cc2)CC1,CC[NH+]1CCN(Cc2ccc(CNC(=O)c3c(C)c(C)nn(C)c3=O)cc2)CC1,6.5067
CC(C)OCCC1CCCC1([NH3+])C(N)=O,CC(C)OCCC1CCCC1([NH3+])C(N)=O,-3.3916
C#Cc1cc(F)c(NC(=O)C2COc3ccc(OC)cc3C2)c(F)c1,C#Cc1cc(F)c(NC(=O)C2COc3ccc(OC)cc3C2)c(F)c1,1.0643
CC(Cc1cccs1)N(C)C(=O)N1CCC(CC(=O)[O-])C1,CC(Cc1cccs1)N(C)C(=O)N1CCC(CC(=O)[O-])C1,7.4879
CC(=O)c1ccc(CC(N)=O)s1,CC(=O)c1ccc(CC(N)=O)s1,1.9466
CCC(C)CN(CC)C(=O)C(C(N)=NO)c1ccccc1,CCC(C)CN(CC)C(=O)C(C(N)=NO)c1ccccc1,5.7895
CCOc1ccc2nc(NC(=O)c3cc4ccccc4oc3=O)sc2c1,CCOc1ccc2nc(NC(=O)c3cc4ccccc4oc3=O)sc2c1,-0.75193
Cc1ccc(C)n1CCN1CCN(C(=O)c2ccc(Cl)cc2)CC1,Cc1ccc(C)n1CCN1CCN(C(=O)c2ccc(Cl)cc2)CC1,7.851
CC(C)C1C[NH+](CC([NH3+])C(C)O)C1,CC(C)C1C[NH+](CC([NH3+])C(C)O)C1,-4.2103
CCc1ccc(C2=CC(C(=O)N3CCN(c4ccc(C)cc4C)CC3)N=N2)cc1,CCc1ccc(C2=CC(C(=O)N3CCN(c4ccc(C)cc4C)CC3)N=N2)cc1,3.5549
COc1cccc(CNC(=O)CC(O)c2cccc(F)c2)c1O,COc1cccc(CNC(=O)CC(O)c2cccc(F)c2)c1O,1.6071
Cc1cc(NCC(C(C)C)N2CC[NH+](C)CC2)ncc1[N+](=O)[O-],Cc1cc(NCC(C(C)C)N2CC[NH+](C)CC2)ncc1[N+](=O)[O-],-2.3878
COc1cccc(-c2nc(CN3CC[NH+](Cc4cc(C)no4)CC3)cs2)c1,COc1cccc(-c2nc(CN3CC[NH+](Cc4cc(C)no4)CC3)cs2)c1,5.3505
Cc1cc2oc(=O)cc(CSc3nnnn3C3CCCC3)c2cc1C,Cc1cc2oc(=O)cc(CSc3nnnn3C3CCCC3)c2cc1C,-3.6628
Cc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)cc(S(N)(=O)=O)c1C,Cc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)cc(S(N)(=O)=O)c1C,0.96834
CCCN1CCOC(C(=O)Cc2cc(Cl)ccc2Cl)C1,CCCN1CCOC(C(=O)Cc2cc(Cl)ccc2Cl)C1,4.4204
Cc1nc(-c2cccc(NC(=O)c3ccc(SC(F)F)cc3)c2)n[nH]1,Cc1nc(-c2cccc(NC(=O)c3ccc(SC(F)F)cc3)c2)n[nH]1,-0.18001
COc1ccc(-c2nc(SCC(C)C)nc([O-])c2C#N)cc1,COc1ccc(-c2nc(SCC(C)C)nc([O-])c2C#N)cc1,-5.205
O=C(OCc1ccccc1)N1CC(O)C1,O=C(OCc1ccccc1)N1CC(O)C1,-1.5307
CC([NH2+]C(C)c1ccc2c(c1)OCCO2)C(=O)Nc1cc(F)ccc1F,CC([NH2+]C(C)c1ccc2c(c1)OCCO2)C(=O)Nc1cc(F)ccc1F,-7.3915
CCNC(=O)CN(CC)C(=O)NC(C)c1ccc(-n2ccnc2)cc1,CCNC(=O)CN(CC)C(=O)NC(C)c1ccc(-n2ccnc2)cc1,8.0706
CC1CCCCC1CNC(=O)NC(Cn1cncn1)c1ccccc1,CC1CCCCC1CNC(=O)NC(Cn1cncn1)c1ccccc1,0.014018
COC(=O)c1ccc(OC(C)C)c(NC(=O)c2ccnc(Cl)c2)c1,COC(=O)c1ccc(OC(C)C)c(NC(=O)c2ccnc(Cl)c2)c1,-1.8424
CCC([NH2+]Cc1cn(-c2ccc(C)cc2)nc1-c1cccc(C)c1)c1ccncc1,CCC([NH2+]Cc1cn(-c2ccc(C)cc2)nc1-c1cccc(C)c1)c1ccncc1,2.2003
CC1CCN(C(=O)c2ccc(NC=O)cc2)CC1O,CC1CCN(C(=O)c2ccc(NC=O)cc2)CC1O,5.8929
COc1ccc(S(=O)(=O)N=C(N)NCCc2ccccc2)cc1,COc1ccc(S(=O)(=O)N=C(N)NCCc2ccccc2)cc1,2.7832
CC(CCO)Sc1nc2ccccc2cc1C[NH3+],CC(CCO)Sc1nc2ccccc2cc1C[NH3+],-3.951
CC(OCC1CCCO1)C(=O)Nc1cncc2ccccc12,CC(OCC1CCCO1)C(=O)Nc1cncc2ccccc12,0.72394
Cn1c(SC2CCCCC2=O)nc2sc3c(c2c1=O)CCC3,Cn1c(SC2CCCCC2=O)nc2sc3c(c2c1=O)CCC3,-2.4803
CCC(C)N(C)C(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,CCC(C)N(C)C(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,0.67434
CC(CCCO)NC(=O)c1cnc2n(c1=O)CCS2,CC(CCCO)NC(=O)c1cnc2n(c1=O)CCS2,1.9945
c1cc(-c2nc3cc(Oc4ccc5oc(-c6ccncc6)nc5c4)ccc3o2)ccn1,c1cc(-c2nc3cc(Oc4ccc5oc(-c6ccncc6)nc5c4)ccc3o2)ccn1,-0.84766
CC(c1cc2ccccc2o1)N(C)c1nc[nH+]c2nc(N)ccc12,CC(c1cc2ccccc2o1)N(C)c1nc[nH+]c2nc(N)ccc12,3.6439
CC1CCCC[NH+]1CC1CCCN(S(=O)(=O)CCCC#N)C1,CC1CCCC[NH+]1CC1CCCN(S(=O)(=O)CCCC#N)C1,-12.51
Cc1ccc(C)c(C(=O)NNC(=O)C2CCS(=O)(=O)C2)c1,Cc1ccc(C)c(C(=O)NNC(=O)C2CCS(=O)(=O)C2)c1,-2.1341
COc1ccc(-c2csc(C(C#N)=Cc3ccc(O)c([N+](=O)[O-])c3)n2)cc1OC,COc1ccc(-c2csc(C(C#N)=Cc3ccc(O)c([N+](=O)[O-])c3)n2)cc1OC,-6.718
Cc1ccc(C(=O)N2CCN(C(=O)CCC(=O)c3ccccc3)CC2)s1,Cc1ccc(C(=O)N2CCN(C(=O)CCC(=O)c3ccccc3)CC2)s1,7.3736
Cc1[nH]c2ccccc2c1C1c2ccccc2C(=O)N1CCC(=O)Nc1ccc(F)cc1,Cc1[nH]c2ccccc2c1C1c2ccccc2C(=O)N1CCC(=O)Nc1ccc(F)cc1,3.5435
Cc1occc1C(=O)Nc1nc(CC(=O)NCC2(c3ccccc3)CCC2)cs1,Cc1occc1C(=O)Nc1nc(CC(=O)NCC2(c3ccccc3)CCC2)cs1,1.6276
O=C(NNC(=O)c1cccc(F)c1)C(=O)N1CCOCC1,O=C(NNC(=O)c1cccc(F)c1)C(=O)N1CCOCC1,1.4001
Cc1ccc(CN2CCN(N=Cc3ccc(O)c(O)c3)CC2)cc1,Cc1ccc(CN2CCN(N=Cc3ccc(O)c(O)c3)CC2)cc1,6.7996
CSCC(C)C(=O)N(CC1CC1)c1ccccc1,CSCC(C)C(=O)N(CC1CC1)c1ccccc1,5.53
Cc1cccc(NC(=O)c2nc3ccccc3nc2N2CCCCC2)c1C,Cc1cccc(NC(=O)c2nc3ccccc3nc2N2CCCCC2)c1C,1.5365
C[NH+]1CCC(O)(C2CCOC3(CCC3)C2)CC1,C[NH+]1CCC(O)(C2CCOC3(CCC3)C2)CC1,-1.1845
O=C(NN=Cc1ccc2c(c1)OCO2)c1ccc[n+](CCO)c1,O=C(NN=Cc1ccc2c(c1)OCO2)c1ccc[n+](CCO)c1,3.7931
C[NH+](C)Cc1cccc(CNC(=O)NCC(O)c2ccc(F)cc2)c1,C[NH+](C)Cc1cccc(CNC(=O)NCC(O)c2ccc(F)cc2)c1,1.1832
CC1CC([NH+]2CCC(S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,CC1CC([NH+]2CCC(S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,-0.37823
Cc1cc2c(c(=O)n1CCc1ccccc1)C(c1ccc([N+](=O)[O-])o1)C(C#N)=C(N)O2,Cc1cc2c(c(=O)n1CCc1ccccc1)C(c1ccc([N+](=O)[O-])o1)C(C#N)=C(N)O2,-3.0232
O=C(c1cnc2ccc(Cl)cc2c1S(=O)(=O)c1ccc(F)cc1)N1CCCCC1,O=C(c1cnc2ccc(Cl)cc2c1S(=O)(=O)c1ccc(F)cc1)N1CCCCC1,-0.58592
CC1CC[NH2+]C(C2(O)CCCC2(C)C)C1,CC1CC[NH2+]C(C2(O)CCCC2(C)C)C1,-3.5362
Cc1cc(C(=O)Nc2cc(F)ccc2OCC(F)(F)F)on1,Cc1cc(C(=O)Nc2cc(F)ccc2OCC(F)(F)F)on1,-3.8018
Cc1nn(-c2ccccc2)c(N2CCC(C(=O)NCc3cccc(Cl)c3)CC2)c1NC(=O)C(C)C,Cc1nn(-c2ccccc2)c(N2CCC(C(=O)NCc3cccc(Cl)c3)CC2)c1NC(=O)C(C)C,8.1156
Cc1cc(C(=O)N2CCCN(C(=O)c3ccc4c(c3)CCCC4=O)CC2)nn1C,Cc1cc(C(=O)N2CCCN(C(=O)c3ccc4c(c3)CCCC4=O)CC2)nn1C,3.4254
CON(C)C(=O)C[NH+]1CCSC2(CCCCC2)C1,CON(C)C(=O)C[NH+]1CCSC2(CCCCC2)C1,-1.5389
Cc1[nH]c2ccccc2c1CCNC(=O)NCC(O)C1CCOCC1,Cc1[nH]c2ccccc2c1CCNC(=O)NCC(O)C1CCOCC1,0.75095
COc1c(C)cccc1C(=O)NC(=S)Nc1ccc(C(=O)[O-])cc1C,COc1c(C)cccc1C(=O)NC(=S)Nc1ccc(C(=O)[O-])cc1C,0.79833
COc1ccc(C(CNC(=O)c2cccc([N+](=O)[O-])c2)[NH+]2CCCC2)cc1,COc1ccc(C(CNC(=O)c2cccc([N+](=O)[O-])c2)[NH+]2CCCC2)cc1,-3.8715
COCCNC1(C#N)CN(C(=O)OC(C)(C)C)C1,COCCNC1(C#N)CN(C(=O)OC(C)(C)C)C1,-35.59
C[NH+]=C(NCC1CCC[NH+](C)C1)N1CCN(Cc2cccc(Cl)c2)CC1,C[NH+]=C(NCC1CCC[NH+](C)C1)N1CCN(Cc2cccc(Cl)c2)CC1,5.008
COc1cc(Nc2ncnc3ccc(C)cc23)ccc1NC(C)=O,COc1cc(Nc2ncnc3ccc(C)cc23)ccc1NC(C)=O,0.49066
CCOc1ccc(Br)cc1C(=O)Nc1cccc(OCC2CCCO2)c1,CCOc1ccc(Br)cc1C(=O)Nc1cccc(OCC2CCCO2)c1,-3.6536
CC(C(=O)NC12CC3CC(CC(C3)C1)C2)N1CCOC(C(N)=O)C1,CC(C(=O)NC12CC3CC(CC(C3)C1)C2)N1CCOC(C(N)=O)C1,7.449
COc1cccc(C2C(C(=O)c3ccc(Br)cc3)=C([O-])C(=O)N2c2ccccc2)c1,COc1cccc(C2C(C(=O)c3ccc(Br)cc3)=C([O-])C(=O)N2c2ccccc2)c1,0.8265
O=CNC1CCCCC1c1ccc(C2CCCCC2NC=O)cc1,O=CNC1CCCCC1c1ccc(C2CCCCC2NC=O)cc1,-4.469
CCCCOc1ccc(C(=O)N2CCNC(=O)C2)cc1OCC,CCCCOc1ccc(C(=O)N2CCNC(=O)C2)cc1OCC,-1.7686
c1nc(C2CCC2)sc1C[NH+]1CC2CCCCC2C1,c1nc(C2CCC2)sc1C[NH+]1CC2CCCCC2C1,-3.697
Nc1nnc(SCC(=O)Nc2ccccc2I)s1,Nc1nnc(SCC(=O)Nc2ccccc2I)s1,3.3454
O=C(ON1C(=O)CCC1=O)c1ccc(C(F)(F)F)cc1,O=C(ON1C(=O)CCC1=O)c1ccc(C(F)(F)F)cc1,-26.283
Oc1ccc(Br)c(F)c1Cl,Oc1ccc(Br)c(F)c1Cl,-5.18
N#Cc1ccc(N(C(=O)c2noc3c2CCCC3)C2CC2)cc1,N#Cc1ccc(N(C(=O)c2noc3c2CCCC3)C2CC2)cc1,-4.5506
O=C(CCC(=O)N1CCN(C(=O)C2COc3ccccc3O2)CC1)c1ccc(Br)cc1,O=C(CCC(=O)N1CCN(C(=O)C2COc3ccccc3O2)CC1)c1ccc(Br)cc1,4.4211
CCOc1ccc2[nH]c(C(O)CN)nc2n1,CCOc1ccc2[n-]c(C(O)C[NH3+])nc2n1,-1.1646
CCCN1CCN(C(=O)C(C)NC(=O)c2ccccc2)CC1,CCCN1CCN(C(=O)C(C)NC(=O)c2ccccc2)CC1,8.5153
O=C(OCc1cc(=O)n2cc(Cl)ccc2n1)c1cccnc1Oc1ccccc1,O=C(OCc1cc(=O)n2cc(Cl)ccc2n1)c1cccnc1Oc1ccccc1,1.0216
CCCN(C)c1ccc(C(=O)N(C)Cc2nnc(C3CC3)n2C)cc1,CCCN(C)c1ccc(C(=O)N(C)Cc2nnc(C3CC3)n2C)cc1,5.822
Cc1ccc(N)c(N(C)Cc2ccccc2F)c1,Cc1ccc(N)c(N(C)Cc2ccccc2F)c1,1.2791
COC(=O)N1CCCC1C(=O)Nc1cccc(Cl)c1OC,COC(=O)N1CCCC1C(=O)Nc1cccc(Cl)c1OC,3.2598
CC(C)CC(=O)C1=C(O)C(=O)N(CCN)C1c1ccc(F)cc1,CC(C)CC(=O)C1=C([O-])C(=O)N(CC[NH3+])C1c1ccc(F)cc1,-4.0602
Cc1cc(NC(CCO)C(C)C)c2cc(OC(F)F)ccc2[nH+]1,Cc1cc(NC(CCO)C(C)C)c2cc(OC(F)F)ccc2[nH+]1,-6.4055
CCC(Cc1ccccc1)NC(=O)Cc1ccc[nH]1,CCC(Cc1ccccc1)NC(=O)Cc1ccc[nH]1,3.729
Cn1nc(C(=O)NCCCOC2CCCc3ccccc32)ccc1=O,Cn1nc(C(=O)NCCCOC2CCCc3ccccc32)ccc1=O,1.7391
O=C(Nc1nc(C2CC2)cs1)C1CC2C=CC1C2,O=C(Nc1nc(C2CC2)cs1)C1CC2C=CC1C2,4.695
Cc1cc(C)n(-c2ccccc2NC(=O)NCC(=O)N2CCCC2)n1,Cc1cc(C)n(-c2ccccc2NC(=O)NCC(=O)N2CCCC2)n1,6.5992
COc1ccc(C(=O)N2CCN(c3nc(C)cc(N4CCOCC4)n3)CC2)c(OC)c1,COc1ccc(C(=O)N2CCN(c3nc(C)cc(N4CCOCC4)n3)CC2)c(OC)c1,5.6282
CC(SCC1=NC(=O)C2=C(c3ccccc3)CSC2=N1)C(=O)N(C)Cc1ccsc1,CC(SCC1=NC(=O)C2=C(c3ccccc3)CSC2=N1)C(=O)N(C)Cc1ccsc1,7.3596
CC(NC(=O)c1ccoc1)C(=O)N1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,CC(NC(=O)c1ccoc1)C(=O)N1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,-4.1072
CCCc1nc(Cn2cccc2C(C)[NH3+])no1,CCCc1nc(Cn2cccc2C(C)[NH3+])no1,0.2563
CCC1(CC)C(Nc2ccc(S(C)(=O)=O)cc2S(C)(=O)=O)C(C)C1OC,CCC1(CC)C(Nc2ccc(S(C)(=O)=O)cc2S(C)(=O)=O)C(C)C1OC,2.8161
COc1ccccc1C(NC(=O)C=Cc1cnn(C)c1C)c1ccccn1,COc1ccccc1C(NC(=O)C=Cc1cnn(C)c1C)c1ccccn1,4.0651
CSc1cccc(NC(=O)CSc2nnc(C)n2N)c1,CSc1cccc(NC(=O)CSc2nnc(C)n2N)c1,1.7271
CCc1ccc([N-]S(=O)(=O)c2cc3c(cc2Cl)N(Cc2noc(C)n2)C(=O)CO3)cc1,CCc1ccc([N-]S(=O)(=O)c2cc3c(cc2Cl)N(Cc2noc(C)n2)C(=O)CO3)cc1,5.1311
CCc1cnc(C)nc1N(C)Cc1cnn(C)c1C,CCc1cnc(C)nc1N(C)Cc1cnn(C)c1C,6.2594
Cc1cc(=O)c(C(=O)N=c2[nH]c3ccccc3n2-c2ccccc2)nn1-c1ccccc1[N+](=O)[O-],Cc1cc(=O)c(C(=O)N=c2[nH]c3ccccc3n2-c2ccccc2)nn1-c1ccccc1[N+](=O)[O-],-0.66747
Cc1cccc(Oc2ccc(NC(=O)N(C)C(C)CC#N)cc2)c1,Cc1cccc(Oc2ccc(NC(=O)N(C)C(C)CC#N)cc2)c1,-3.7227
CSC(CO)C(C)[NH2+]C(c1ccccc1C)C1CC1,CSC(CO)C(C)[NH2+]C(c1ccccc1C)C1CC1,0.8535
[S-]c1nnc(C2CCCO2)n1-c1ccc2c(c1)OCCO2,[S-]c1nnc(C2CCCO2)n1-c1ccc2c(c1)OCCO2,-6.857
COc1ccc(C=Cc2nc3ccccc3n(C)c2=O)cc1OC,COc1ccc(C=Cc2nc3ccccc3n(C)c2=O)cc1OC,3.9937
O=C(Nc1cc(C(F)(F)F)ccc1N1CCCC1)N1CCCCC1CO,O=C(Nc1cc(C(F)(F)F)ccc1N1CCCC1)N1CCCCC1CO,-7.8514
O=C(Nc1cc(Br)c[nH]c1=O)C1CC(c2cc(F)ccc2F)=NO1,O=C(Nc1cc(Br)c[nH]c1=O)C1CC(c2cc(F)ccc2F)=NO1,-1.057
O=C1N=C(O)C(C=NCC[NH+]2CCCCC2)C(=O)N1c1ccccc1F,O=C1N=C(O)C(C=NCC[NH+]2CCCCC2)C(=O)N1c1ccccc1F,-0.91351
CCOCc1ccccc1NC(=O)NCc1nc(C(C)(C)C)cs1,CCOCc1ccccc1NC(=O)NCc1nc(C(C)(C)C)cs1,-2.3306
N#CC(C(=O)C(=O)Nc1nccs1)c1ccc(Cl)cc1,N#CC(C(=O)C(=O)Nc1nccs1)c1ccc(Cl)cc1,-4.3972
CN(CCc1ccc(F)cc1)Cc1ccc(S(C)=O)cc1,CN(CCc1ccc(F)cc1)Cc1ccc(S(C)=O)cc1,3.1865
CCOc1ccc(-c2nnc(NC(=O)C3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)o2)cc1,CCOc1ccc(-c2nnc(NC(=O)C3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)o2)cc1,-2.1671
COc1cc2c(cc1OC)C(c1ccccc1)N(S(=O)(=O)c1ccc(F)cc1)CC2,COc1cc2c(cc1OC)C(c1ccccc1)N(S(=O)(=O)c1ccc(F)cc1)CC2,1.9926
O=C([O-])C#Cc1ccncc1Cl,O=C([O-])C#Cc1ccncc1Cl,-8.3229
Cc1ccc(C(=O)C(C#N)c2nc(C(C)C)cs2)cc1C,Cc1ccc(C(=O)C(C#N)c2nc(C(C)C)cs2)cc1C,-1.1319
Cc1nc(CC2(C[NH2+]C(C)(C)C)CCC2)sc1C,Cc1nc(CC2(C[NH2+]C(C)(C)C)CCC2)sc1C,-2.6515
COC(=O)C1CCN(C(=O)c2c(F)cccc2OC)C1,COC(=O)C1CCN(C(=O)c2c(F)cccc2OC)C1,0.78304
CC(C)(C)C(=O)NCCC(=O)NC1CCCCC1OC1CCCC1,CC(C)(C)C(=O)NCCC(=O)NC1CCCCC1OC1CCCC1,-5.1743
CNS(=O)(=O)c1cc(Cl)ccc1S(=O)c1ccccc1C(=O)[O-],CNS(=O)(=O)c1cc(Cl)ccc1S(=O)c1ccccc1C(=O)[O-],1.1755
CCC1COCCN1Cc1cc(F)cc(Br)c1,CCC1COCCN1Cc1cc(F)cc(Br)c1,-1.7575
CCC1(CC)CCN(C(=O)CCC(C)CC[NH3+])C1,CCC1(CC)CCN(C(=O)CCC(C)CC[NH3+])C1,2.4258
Cc1ccc(NC(=O)Nc2c(-c3cccnc3)[nH]c3ccccc23)cc1C,Cc1ccc(NC(=O)Nc2c(-c3cccnc3)[nH]c3ccccc23)cc1C,1.0459
CCn1cc[nH+]c1CC(=O)c1ccccc1C,CCn1cc[nH+]c1CC(=O)c1ccccc1C,1.9414
CC(NC(=O)C1CCC1)c1ccc(F)cc1,CC(NC(=O)C1CCC1)c1ccc(F)cc1,1.7246
CC([NH3+])C(C)c1cccc(OC(F)(F)F)c1,CC([NH3+])C(C)c1cccc(OC(F)(F)F)c1,-10.832
O=C(Nc1ccc2[nH]ccc2c1)N1CCc2cc(Cl)cc(Cl)c2C1,O=C(Nc1ccc2[nH]ccc2c1)N1CCc2cc(Cl)cc(Cl)c2C1,3.5134
Cc1nn(C)c(C)c1CC(C)NC(=O)C(=O)Nc1cccc2ccccc12,Cc1nn(C)c(C)c1CC(C)NC(=O)C(=O)Nc1cccc2ccccc12,5.6982
CC(NC(=O)N(C)C1CCC1)c1cccc(Cl)c1,CC(NC(=O)N(C)C1CCC1)c1cccc(Cl)c1,1.6831
CC1(C(=O)NC(c2ccccc2)C2CC2)Cc2ccccc2C(=O)O1,CC1(C(=O)NC(c2ccccc2)C2CC2)Cc2ccccc2C(=O)O1,2.3086
COc1cc(OC)cc(C(=O)NCC(O)c2ccoc2)c1,COc1cc(OC)cc(C(=O)NCC(O)c2ccoc2)c1,3.3783
CCc1cccc(C)c1NC(=O)C(C)S(=O)Cc1ccc(C(=O)NC)cc1,CCc1cccc(C)c1NC(=O)C(C)S(=O)Cc1ccc(C(=O)NC)cc1,1.7983
CC[NH+](CC)C(C)(C)C(N)c1ccc(C)c(C)c1,CC[NH+](CC)C(C)(C)C(N)c1ccc(C)c(C)c1,-6.7625
Cc1ccc(S(=O)(=O)c2ccccc2C=O)cc1,Cc1ccc(S(=O)(=O)c2ccccc2C=O)cc1,-12.705
CC(Cc1cccs1)NC(=O)CCOC1CCOCC1,CC(Cc1cccs1)NC(=O)CCOC1CCOCC1,2.8852
Cc1n[nH]c(-c2ccc(C(=O)NCc3cccc4c3OCCO4)cc2)n1,Cc1n[nH]c(-c2ccc(C(=O)NCc3cccc4c3OCCO4)cc2)n1,-4.004
O=C(COc1ccc(F)cc1)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,O=C(COc1ccc(F)cc1)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,-0.17554
O=C(Oc1ccc2nccnc2c1)c1ccc2nnc(C(F)F)n2c1,O=C(Oc1ccc2nccnc2c1)c1ccc2nnc(C(F)F)n2c1,-0.59591
CCn1nc(C)c(NC(=O)NC(C)C(C)C)c1C,CCn1nc(C)c(NC(=O)NC(C)C(C)C)c1C,3.3443
Cc1cc(=O)n2nc(N3CCCC(C(=O)Nc4ccc(Cl)cc4)C3)sc2n1,Cc1cc(=O)n2nc(N3CCCC(C(=O)Nc4ccc(Cl)cc4)C3)sc2n1,2.9407
CCC1CN(c2cccc(C(=O)OC)n2)CC(C)O1,CCC1CN(c2cccc(C(=O)OC)n2)CC(C)O1,1.4717
CCCN(CCc1ccccn1)C(=O)NCC1(C)Cc2ccccc2C1,CCCN(CCc1ccccn1)C(=O)NCC1(C)Cc2ccccc2C1,5.2409
CN(Cc1nc(C(F)(F)F)cs1)C(=O)CSCC(N)=O,CN(Cc1nc(C(F)(F)F)cs1)C(=O)CSCC(N)=O,-0.78513
COc1ccc2ccc(OC(=O)c3cccnc3N3CCCCC3)cc2c1,COc1ccc2ccc(OC(=O)c3cccnc3N3CCCCC3)cc2c1,0.22248
CCCC(C)CC(=O)Nc1cnn(CC(C)C)c1,CCCC(C)CC(=O)Nc1cnn(CC(C)C)c1,-1.166
c1ccc(CC2CCC[NH2+]C2)cc1,c1ccc(CC2CCC[NH2+]C2)cc1,-2.8101
O=C1c2cccn2CC1C(O)c1cc[n+](Cc2ccc(Br)cc2)cc1,O=C1c2cccn2CC1C(O)c1cc[n+](Cc2ccc(Br)cc2)cc1,2.1259
COC(=O)C(CCSC)NC(=O)Nc1cccc(Br)c1,COC(=O)C(CCSC)NC(=O)Nc1cccc(Br)c1,-1.3942
CCOC(=O)C(F)C(C)NC1CCN(c2ccc(Cl)cc2)C1=O,CCOC(=O)C(F)C(C)NC1CCN(c2ccc(Cl)cc2)C1=O,-7.3016
Cc1c(F)cccc1NC(=O)NCCCC[NH+]1CCCC(C)C1,Cc1c(F)cccc1NC(=O)NCCCC[NH+]1CCCC(C)C1,-2.0461
CCOC(=O)N1CCC(NC(=O)C(CC)n2c3ccccc3c3cn[nH]c(=O)c32)CC1,CCOC(=O)N1CCC(NC(=O)C(CC)n2c3ccccc3c3cn[nH]c(=O)c32)CC1,4.9977
O=C(NCC1(O)CCSC1)c1ccccc1[N+](=O)[O-],O=C(NCC1(O)CCSC1)c1ccccc1[N+](=O)[O-],-1.6158
CCOC(=O)c1nc(Br)c[nH]1,CCOC(=O)c1nc(Br)c[nH]1,-5.9051
CC1=CCC(CN(C)C(=O)c2ccc3[nH]c(C)c(C)c3c2)O1,CC1=CCC(CN(C)C(=O)c2ccc3[nH]c(C)c(C)c3c2)O1,1.2874
NC(=NOCC(=O)Nc1cccc(Cl)c1)C1CCOC1,NC(=NOCC(=O)Nc1cccc(Cl)c1)C1CCOC1,1.2439
CCC1CCCCN1c1ncnc(NC2CCCC2)c1N,CCC1CCCCN1c1ncnc(NC2CCCC2)c1N,1.0625
Cc1nc(C)c(CC(=O)N(C)C(C)c2ccc(F)cc2)c(=O)[nH]1,Cc1nc(C)c(CC(=O)N(C)C(C)c2ccc(F)cc2)c(=O)[nH]1,5.5217
COc1ccc(Cl)c(NNC(=O)c2cccc(NC(C)=O)c2)c1,COc1ccc(Cl)c(NNC(=O)c2cccc(NC(C)=O)c2)c1,2.6825
COCCNC(=O)C1COC2(CCN(C(=O)c3ccccc3F)CC2)N1C(=O)c1cccc(F)c1,COCCNC(=O)C1COC2(CCN(C(=O)c3ccccc3F)CC2)N1C(=O)c1cccc(F)c1,3.2025
CCc1ccc(C(=O)CCC(=O)N2CCCC2CN2CCOCC2)cc1,CCc1ccc(C(=O)CCC(=O)N2CCCC2CN2CCOCC2)cc1,4.2096
COc1ccc(Br)cc1S(=O)(=O)NC(C)C(C)C,COc1ccc(Br)cc1S(=O)(=O)NC(C)C(C)C,-1.3343
O=C(NCCCO)c1nc2ccccc2c(=O)[nH]1,O=C(NCCCO)c1nc2ccccc2c(=O)[nH]1,1.7728
Cc1ccc2c(c1)=[NH+]C(=O)C(CCN1C(=O)c3ccccc3C1=O)C=2,Cc1ccc2c(c1)=[NH+]C(=O)C(CCN1C(=O)c3ccccc3C1=O)C=2,4.3885
CC([NH2+]C(C)C(O)Cc1ccccc1)c1ccc(F)cc1F,CC([NH2+]C(C)C(O)Cc1ccccc1)c1ccc(F)cc1F,-1.1819
CC1C([NH3+])CCN(CC2CCOC2)C1C,CC1C([NH3+])CCN(CC2CCOC2)C1C,0.79054
CCCCc1cn(CC2CCCN(C(=O)c3c(C)cc(C)[nH]c3=O)C2)nn1,CCCCc1cn(CC2CCCN(C(=O)c3c(C)cc(C)[nH]c3=O)C2)nn1,-2.5266
CC[NH2+]Cc1cc(Br)c(OCc2ccccc2Cl)c(OC)c1,CC[NH2+]Cc1cc(Br)c(OCc2ccccc2Cl)c(OC)c1,-4.0003
COCC(O)C[NH+]1CCC(NC(=O)NCc2ccc(F)c(Cl)c2)CC1,COCC(O)C[NH+]1CCC(NC(=O)NCc2ccc(F)c(Cl)c2)CC1,0.89739
COC1CCCN(Cc2cnc(-c3cccs3)s2)C1,COC1CCCN(Cc2cnc(-c3cccs3)s2)C1,4.3271
O=C(O)c1ccccc1CN1CCCCC1CCn1cccn1,O=C([O-])c1ccccc1C[NH+]1CCCCC1CCn1cccn1,2.8552
CC(C)C(C(=O)NCCN1CCOCC1)n1nnc2ccccc2c1=O,CC(C)C(C(=O)NCCN1CCOCC1)n1nnc2ccccc2c1=O,1.4817
